Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,chip_antibody,chip_antibody_vendor,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,TISSUE
SRR11856376,ChIP-Seq,75,2041539525,PRJNA540151,SAMN15032497,807234089,GEO,H3k27ac,Diagenode,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX8406381,GSM4570027,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:49:00Z,1,GSM4570027,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856377,ChIP-Seq,75,2929962150,PRJNA540151,SAMN15032496,1115250311,GEO,H3k27ac,Diagenode,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8406382,GSM4570028,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:31:00Z,1,GSM4570028,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856378,ChIP-Seq,75,2049982350,PRJNA540151,SAMN15032495,908411595,GEO,H3k27ac,Diagenode,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX8406383,GSM4570029,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:19:00Z,1,GSM4570029,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856379,ChIP-Seq,75,824024475,PRJNA540151,SAMN15032494,337035010,GEO,H3k27ac,Diagenode,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8406384,GSM4570030,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:20:00Z,1,GSM4570030,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856380,ChIP-Seq,75,2239640100,PRJNA540151,SAMN15032493,829368904,GEO,H3k27ac,Diagenode,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8406385,GSM4570031,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:47:00Z,1,GSM4570031,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856381,ChIP-Seq,65,2214036695,PRJNA540151,SAMN15032528,1024847545,GEO,H3K27ac,Active Motif,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8406386,GSM4570032,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:36:00Z,1,GSM4570032,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856382,ChIP-Seq,65,1952244905,PRJNA540151,SAMN15032527,931546448,GEO,H3K27ac,Active Motif,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8406387,GSM4570033,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:36:00Z,1,GSM4570033,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856383,ChIP-Seq,65,2040072840,PRJNA540151,SAMN15032526,1019748110,GEO,H3K27ac,Active Motif,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8406388,GSM4570034,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:35:00Z,1,GSM4570034,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856384,ChIP-Seq,65,1737713445,PRJNA540151,SAMN15032525,889036635,GEO,H3K27ac,Active Motif,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8406389,GSM4570035,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:36:00Z,1,GSM4570035,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856385,ChIP-Seq,65,1759985695,PRJNA540151,SAMN15032524,890238894,GEO,H3K27ac,Active Motif,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8406390,GSM4570036,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:35:00Z,1,GSM4570036,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856386,ChIP-Seq,65,1752951915,PRJNA540151,SAMN15032523,764796586,GEO,H3K27ac,Active Motif,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8406391,GSM4570037,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T15:06:00Z,1,GSM4570037,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856387,ChIP-Seq,65,1620663785,PRJNA540151,SAMN15032522,704006087,GEO,H3K27ac,Active Motif,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8406392,GSM4570038,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:34:00Z,1,GSM4570038,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856388,ChIP-Seq,65,1784264820,PRJNA540151,SAMN15032521,852420731,GEO,H3K27ac,Active Motif,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8406393,GSM4570039,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:35:00Z,1,GSM4570039,Patient localized prostate tissue,SRP194063,Patient localized prostate tissue
SRR11856389,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032520,597987559,GEO,H3K27ac,Diagenode,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8406394,GSM4570040,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:56:00Z,1,GSM4570040,CRPC PDX,SRP194063,CRPC pdx
SRR11856390,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032519,700848944,GEO,H3K27ac,Diagenode,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX8406395,GSM4570041,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:56:00Z,1,GSM4570041,CRPC PDX,SRP194063,CRPC pdx
SRR11856391,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032623,611716991,GEO,H3K27ac,Diagenode,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8406396,GSM4570042,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:55:00Z,1,GSM4570042,CRPC PDX,SRP194063,CRPC pdx
SRR11856392,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032622,622141825,GEO,H3K27ac,Diagenode,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8406397,GSM4570043,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:58:00Z,1,GSM4570043,CRPC PDX,SRP194063,CRPC pdx
SRR11856393,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032640,599866385,GEO,H3K27ac,Diagenode,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8406398,GSM4570044,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:55:00Z,1,GSM4570044,CRPC PDX,SRP194063,CRPC pdx
SRR11856394,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032633,610250478,GEO,H3K27ac,Diagenode,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8406399,GSM4570045,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:58:00Z,1,GSM4570045,CRPC PDX,SRP194063,CRPC pdx
SRR11856395,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032632,593728845,GEO,H3K27ac,Diagenode,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8406400,GSM4570046,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:00:00Z,1,GSM4570046,CRPC PDX,SRP194063,CRPC pdx
SRR11856396,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032631,597695597,GEO,H3K27ac,Diagenode,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8406401,GSM4570047,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:09:00Z,1,GSM4570047,CRPC PDX,SRP194063,CRPC pdx
SRR11856397,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032630,636571823,GEO,H3K27ac,Diagenode,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8406402,GSM4570048,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:41:00Z,1,GSM4570048,CRPC PDX,SRP194063,CRPC pdx
SRR11856398,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032629,602998166,GEO,H3K27ac,Diagenode,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8406403,GSM4570049,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:42:00Z,1,GSM4570049,CRPC PDX,SRP194063,CRPC pdx
SRR11856399,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032628,592139246,GEO,H3K27ac,Diagenode,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8406404,GSM4570050,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:58:00Z,1,GSM4570050,CRPC PDX,SRP194063,CRPC pdx
SRR11856400,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032627,624364017,GEO,H3K27ac,Diagenode,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8406405,GSM4570051,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:55:00Z,1,GSM4570051,CRPC PDX,SRP194063,CRPC pdx
SRR11856401,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032626,593977198,GEO,H3K27ac,Diagenode,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8406406,GSM4570052,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:46:00Z,1,GSM4570052,CRPC PDX,SRP194063,CRPC pdx
SRR11856402,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032625,613465736,GEO,H3K27ac,Diagenode,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8406407,GSM4570053,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:45:00Z,1,GSM4570053,CRPC PDX,SRP194063,CRPC pdx
SRR11856403,ChIP-Seq,75,1500000000,PRJNA540151,SAMN15032624,598027449,GEO,H3K27ac,Diagenode,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8406408,GSM4570054,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:03:00Z,1,GSM4570054,CRPC PDX,SRP194063,CRPC pdx
SRR11856404,ChIP-Seq,75,1698707250,PRJNA540151,SAMN15032605,743092709,GEO,K4me2,Millipore,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8406409,GSM4570055,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:59:00Z,1,GSM4570055,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856405,ChIP-Seq,75,694166175,PRJNA540151,SAMN15032604,305582528,GEO,K4me2,Millipore,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8406410,GSM4570056,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:40:00Z,1,GSM4570056,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856406,ChIP-Seq,75,1963289700,PRJNA540151,SAMN15032603,839374375,GEO,K4me2,Millipore,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8406411,GSM4570057,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:17:00Z,1,GSM4570057,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856407,ChIP-Seq,75,1802893350,PRJNA540151,SAMN15032639,777027304,GEO,K4me2,Millipore,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8406412,GSM4570058,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:16:00Z,1,GSM4570058,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856408,ChIP-Seq,75,2135434350,PRJNA540151,SAMN15032638,926974908,GEO,K4me2,Millipore,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8406429,GSM4570059,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:29:00Z,1,GSM4570059,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856409,ChIP-Seq,75,1835730150,PRJNA540151,SAMN15032637,801175031,GEO,K4me2,Millipore,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8406430,GSM4570060,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:24:00Z,1,GSM4570060,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856410,ChIP-Seq,75,1890624600,PRJNA540151,SAMN15032636,816929957,GEO,K4me2,Millipore,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX8406431,GSM4570061,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:17:00Z,1,GSM4570061,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856411,ChIP-Seq,75,2013427500,PRJNA540151,SAMN15032635,870893654,GEO,K4me2,Millipore,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8406432,GSM4570062,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T17:59:00Z,1,GSM4570062,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856412,ChIP-Seq,75,4633588200,PRJNA540151,SAMN15032634,1824605041,GEO,H3K4me3,diagenode,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8406433,GSM4570063,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:26:00Z,1,GSM4570063,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856413,ChIP-Seq,75,3241629525,PRJNA540151,SAMN15032598,1333971921,GEO,H3K4me3,diagenode,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8406434,GSM4570064,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:34:00Z,1,GSM4570064,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856414,ChIP-Seq,75,2534609100,PRJNA540151,SAMN15032597,1008247522,GEO,H3K4me3,diagenode,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8406435,GSM4570065,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:36:00Z,1,GSM4570065,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856415,ChIP-Seq,75,3869850450,PRJNA540151,SAMN15032596,1581047243,GEO,H3K4me3,diagenode,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8406436,GSM4570066,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:59:00Z,1,GSM4570066,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856416,ChIP-Seq,75,3350578050,PRJNA540151,SAMN15032595,1345984075,GEO,H3K4me3,diagenode,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8406437,GSM4570067,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:03:00Z,1,GSM4570067,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856417,ChIP-Seq,75,2662694550,PRJNA540151,SAMN15032594,1071827086,GEO,H3K4me3,diagenode,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8406438,GSM4570068,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:49:00Z,1,GSM4570068,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856418,ChIP-Seq,75,3148681425,PRJNA540151,SAMN15032593,1294260532,GEO,H3K4me3,diagenode,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8406439,GSM4570069,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:33:00Z,1,GSM4570069,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856419,ChIP-Seq,75,2584700925,PRJNA540151,SAMN15032592,1050519174,GEO,H3K4me3,diagenode,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8406440,GSM4570070,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:51:00Z,1,GSM4570070,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856420,ChIP-Seq,75,3270336525,PRJNA540151,SAMN15032591,1344856120,GEO,H3K4me3,diagenode,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8406441,GSM4570071,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:20:00Z,1,GSM4570071,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856421,ChIP-Seq,75,3810833250,PRJNA540151,SAMN15032590,1500792181,GEO,H3K4me3,diagenode,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8406442,GSM4570072,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:08:00Z,1,GSM4570072,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856422,ChIP-Seq,75,6246282150,PRJNA540151,SAMN15032589,2443131158,GEO,H3K27me3,Cell Signaling Technology,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8406443,GSM4570073,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:25:00Z,1,GSM4570073,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856423,ChIP-Seq,75,4113359700,PRJNA540151,SAMN15032588,1622167241,GEO,H3K27me3,Cell Signaling Technology,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8406444,GSM4570074,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:37:00Z,1,GSM4570074,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856424,ChIP-Seq,75,2435087625,PRJNA540151,SAMN15032587,988100259,GEO,H3K27me3,Cell Signaling Technology,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8406461,GSM4570075,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:30:00Z,1,GSM4570075,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856425,ChIP-Seq,73,1932341601,PRJNA540151,SAMN15032586,762907940,GEO,H3K27me3,Cell Signaling Technology,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8406462,GSM4570076,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:17:00Z,1,GSM4570076,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856426,ChIP-Seq,75,3241071825,PRJNA540151,SAMN15032585,1336192059,GEO,H3K27me3,Cell Signaling Technology,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8406463,GSM4570077,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:38:00Z,1,GSM4570077,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856427,ChIP-Seq,75,3328880400,PRJNA540151,SAMN15032621,1386475918,GEO,H3K27me3,Cell Signaling Technology,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8406464,GSM4570078,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:02:00Z,1,GSM4570078,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856428,ChIP-Seq,75,4746911250,PRJNA540151,SAMN15032620,1914177584,GEO,H3K27me3,Cell Signaling Technology,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX8406465,GSM4570079,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:15:00Z,1,GSM4570079,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856429,ChIP-Seq,75,2911871400,PRJNA540151,SAMN15032619,1157783529,GEO,H3K27me3,Cell Signaling Technology,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8406466,GSM4570080,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:36:00Z,1,GSM4570080,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856430,ChIP-Seq,75,2552184900,PRJNA540151,SAMN15032613,1030750502,GEO,H3K27me3,Cell Signaling Technology,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8406467,GSM4570081,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:32:00Z,1,GSM4570081,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856431,ChIP-Seq,75,2726320200,PRJNA540151,SAMN15032612,1143359118,GEO,H3K27me3,Cell Signaling Technology,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8406468,GSM4570082,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-27T14:42:00Z,1,GSM4570082,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856432,ChIP-Seq,75,3765498975,PRJNA540151,SAMN15032611,1503958747,GEO,H3K27me3,Cell Signaling Technology,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8406469,GSM4570083,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:39:00Z,1,GSM4570083,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856433,ChIP-Seq,70,2079146790,PRJNA540151,SAMN15032618,889314910,GEO,ATAC,NA,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8406470,GSM4570084,NextSeq 500,PAIRED,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:28:00Z,1,GSM4570084,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856434,ChIP-Seq,70,345063950,PRJNA540151,SAMN15032617,130297477,GEO,ATAC,NA,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX8406471,GSM4570085,NextSeq 500,PAIRED,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T18:47:00Z,1,GSM4570085,Patient localized prostate tissue,SRP194063,localized prostate tissue
SRR11856435,ChIP-Seq,70,1408161720,PRJNA540151,SAMN15032616,540136765,GEO,ATAC,NA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8406472,GSM4570086,NextSeq 500,PAIRED,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-16T00:00:00Z,2020-05-29T19:16:00Z,1,GSM4570086,Patient localized prostate tissue,SRP194063,localized prostate tissue
